,x,y,z,vx,vy,vz,phi,theta,psi,wx,wy,wz,a1,a2,a3,a4,r
8.9,1.0922351787360132,3.0838869787979433,4.99513392276425,-0.011559456873529947,-0.012323053192725806,0.00019835502947529316,0.0018972759167915135,0.0010279556979121865,1.0491004817707121,-0.004023963982287069,-0.007677964198951833,-2.7966216716258233e-05,14475.279447913625,14473.2209064038,14476.34856305155,14478.413966971599,-26.664431644489664
9.0,1.0911792826097895,3.0826599996137,4.995153677712781,-0.009788034307851134,-0.012162670835432453,0.00019712691921456565,0.0008833711709722752,0.0008655219186538727,1.0490967464737546,-0.0031366980359022606,-0.010762282125168273,-2.7566054029315015e-05,14476.302469354625,14474.980391721474,14475.334182973507,14476.658034244847,-26.65471780855711
9.1,1.0902481995215034,3.0814660296628738,4.995173390560016,-0.009042102455504932,-0.011696555087333228,0.00019721071813172034,-0.0001648120079498807,0.0005327298643439637,1.0490931820425315,-0.0015377123059170806,-0.01019273080175989,-2.8949043343825233e-05,14476.981689578028,14476.623183726704,14474.654444533346,14475.011364401224,-26.64548444916497
9.2,1.089338700730051,3.08032812525145,4.99519311062228,-0.00928250853716848,-0.011075835798501906,0.00019705755595904873,-0.0009442647697854992,0.000157245452906649,1.0490899143494037,0.0001804035264230613,-0.00685813407847236,-3.0648183718047796e-05,14477.193052439052,14477.708489106735,14474.434176272189,14473.918569136138,-26.636648155287077
9.3,1.0883665683917128,3.0792530317974807,4.995212766849843,-0.010199548512898518,-0.010465698459247582,0.00019597076148039256,-0.0012882587788967134,-0.00014674433726302334,1.0490867943892943,0.0015094587363306934,-0.0022523179187351394,-3.1298476934395844e-05,14476.972203537141,14478.04191476528,14474.646665576558,14473.580077993498,-26.628066073426705
9.4,1.0872865675373784,3.0782324744251044,4.995232283898925,-0.011354434554876107,-0.00999600300161326,0.00019443097842956856,-0.0011863719062391834,-0.0003081293425939378,1.049083649831783,0.0021521290981736853,0.002068797434768925,-3.0900003213865615e-05,14476.469260591726,14477.679389546262,14475.14770768135,14473.941849271843,-26.61958824886074
9.5,1.0860974151622043,3.0772484273020355,4.9952516584052615,-0.012329109743946671,-0.009731696689527718,0.000193202397380726,-0.0007563357866383367,-0.00031036695994015077,1.0490804524618889,0.0020638278644835874,0.004939690110943027,-3.0352902748446804e-05,14475.881954179407,14476.861344636032,14475.737989133744,14474.760998047244,-26.611101292544866
9.6,1.084833327880405,3.0762800837612514,4.995270938577994,-0.012840368279571275,-0.009667420065046771,0.00019249903600474804,-0.00018523938453610645,-0.00018523471570482954,1.049077278137013,0.0014149491843517526,0.005837265092967485,-3.0316621191986815e-05,14475.391274027716,14475.908900191327,14476.231484755026,14475.71351468056,-26.602552375672094
9.7,1.0835472121344014,3.0753102233793017,4.995290161588775,-0.01279309505641917,-0.009743009227167278,0.00019197336997361277,0.0003371807219004812,5.83744785895326e-06,1.049074177725872,0.0004999972479201141,0.004900819029901394,-3.0701837336948134e-05,14475.115588749253,14475.117939036423,14476.507101185474,14476.503038673382,-26.59395100623355
9.8,1.0822919173269556,3.074329300977824,4.995309323335478,-0.012269688527140471,-0.009871362592510638,0.00019124239379495316,0.0006727183701827253,0.0001950816873128934,1.0490711187350654,-0.00037014767155247935,0.002760657197158751,-3.10412307697564e-05,14475.090274766604,14474.680404499733,14476.530561727537,14476.939067134295,-26.585353034293444
9.9,1.0811052409864412,3.0733365583057557,4.995328397874365,-0.011471377414886066,-0.009968353895962352,0.00019026244519842672,0.0007635212997591235,0.00032882837124219424,1.0490680319915449,-0.0009591306823965221,0.00026199366128250626,-3.107348026720784e-05,14475.273452331145,14474.650024362465,14476.346094136203,14476.969078862818,-26.576835149568364
10.0,1.0800021798080588,3.072338437770846,4.99534737074255,-0.010637619302762552,-0.009975950724620297,0.0001892525591513455,0.0006324572018899305,0.00037986153851671294,1.0490648841417654,-0.001156922987409917,-0.0018169274812640736,-3.091666791429829e-05,14475.572232627215,14474.954194859703,14476.047435118558,14476.665485236907,-26.56846879749377
